Paragraph Number,Paragraph Style,First Line Indent (cm),Hanging Indent (cm),Font Name,Font Size,Character Count,Word Count,Tab Count,Equals Sign Count,Is Italic,Is Bold,Text,Numbering Type,List Value,Within Table,Paragraph Range
540,tt,-0.65,3.65,ZapfEllipt BT,9.5,339,54,1,0,No,Yes,5.	Facilitate for concentration: It facilitates to concentrate in core-competency area of performance. Concentration in specific area of performance supports to gain specialization. Present business environment emphasizes on specialization in certain sector of knowledge.  It is essential to gain competitive advantage of the organization.,0,0,False,"[98165, 98505]"
541,F5,0.0,3.17,Book Antiqua,8.0,0,1,0,0,No,Yes,,0,0,False,"[98505, 98507]"
542,F5,0.0,3.17,Book Antiqua,8.0,0,1,0,0,No,Yes,,0,0,False,"[98507, 98508]"
543,F5,0.0,3.17,Book Antiqua,8.0,0,1,0,0,No,Yes,,0,0,False,"[98508, 98509]"
544,F5,0.0,3.17,Book Antiqua,8.0,0,1,0,0,No,Yes,,0,0,False,"[98509, 98510]"
545,F5,0.0,3.17,Book Antiqua,8.0,0,1,0,0,No,Yes,,0,0,False,"[98510, 98511]"
546,F5,0.0,3.17,Book Antiqua,8.0,0,1,0,0,No,Yes,,0,0,False,"[98511, 98512]"
547,F5,0.0,3.17,Book Antiqua,8.0,0,1,0,0,No,Yes,,0,0,False,"[98512, 98513]"
548,F5,0.0,3.17,Book Antiqua,8.0,0,1,0,0,No,Yes,,0,0,False,"[98513, 98514]"
549,F5,0.0,3.17,Book Antiqua,8.0,0,1,0,0,No,Yes,,0,0,False,"[98514, 98515]"
550,F5,0.0,3.17,Book Antiqua,8.0,0,1,0,0,No,Yes,,0,0,False,"[98515, 98516]"
551,F5,0.0,3.17,Book Antiqua,8.0,0,1,0,0,No,Yes,,0,0,False,"[98516, 98517]"
552,F5,0.0,3.17,Book Antiqua,8.0,0,1,0,0,No,Yes,,0,0,False,"[98517, 98518]"
553,F5,0.0,3.17,Book Antiqua,8.0,0,1,0,0,No,Yes,,0,0,False,"[98518, 98519]"
554,F5,0.0,3.17,Book Antiqua,8.0,0,1,0,0,No,Yes,,0,0,False,"[98519, 98520]"
555,F5,0.0,3.17,Book Antiqua,8.0,0,1,0,0,No,Yes,,0,0,False,"[98520, 98521]"
556,F5,0.0,3.17,Book Antiqua,8.0,0,1,0,0,No,Yes,,0,0,False,"[98521, 98522]"
557,F5,0.0,3.17,Book Antiqua,8.0,0,1,0,0,No,Yes,,0,0,False,"[98522, 98523]"
558,F5,0.0,3.17,Book Antiqua,8.0,0,1,0,0,No,Yes,,0,0,False,"[98523, 98524]"
559,H3,0.0,3.0,ZapfEllipt BT,10.5,49,7,0,0,No,Yes,Disadvantages/Limitations of Network Organization,0,0,False,"[98524, 98574]"
560,t,0.0,3.0,ZapfEllipt BT,9.5,79,13,0,0,No,No,The following are the common disadvantages/limitations of network organization:,0,0,False,"[98574, 98655]"
561,tt,-0.65,3.65,ZapfEllipt BT,9.5,413,75,1,0,No,Yes,"1.	Possibility of conflict: In network organization there is the possibility of conflict between management and work assigned organization. The non-critical tasks are given to outside organizations on the basis of agreement. There is possibility of conflict due to many reasons such as not completion of assigned task on specified time, deficiency in quality of work, lack of coordination, financial aspects, etc.",0,0,False,"[98655, 99071]"
562,tt,-0.65,3.65,ZapfEllipt BT,9.5,389,72,1,0,No,Yes,"2.	Lack of secrecy: It is difficult to maintain secrecy about the internal matters of the organization. The management needs to work with other organizations for non-critical performance. It is essential to communicate information with such organizations to maintain link with core-competency performance. Consequently, in some cases, lack of secrecy may be the reason of loss of business.",0,0,False,"[99071, 99465]"
563,tt,-0.65,3.65,ZapfEllipt BT,9.5,420,71,1,0,No,Yes,"3.	Difficult to coordinate: Network organization is based on coordination. The management needs to maintain coordination over all the performance inside and outside the organization. For this purpose, close communication among all the stakeholders is a must. However, if there is lack of effective communication it becomes difficult to maintain coordination for integration of all the activities to achieve common goals.",0,0,False,"[99465, 99891]"
564,tt,-0.65,3.65,ZapfEllipt BT,9.5,356,61,1,0,No,Yes,"4.	Minimize competency: Network organization includes a wide range of joint ventures, strategic alliances, business groups, franchises, relational contracts, and outsourcing agreements. In some cases, such activities may minimize core competency of the organization. It may create problems for long term survival, expansion and diversification of business.",0,0,False,"[99891, 100255]"
565,tt,-0.65,3.65,ZapfEllipt BT,9.5,427,74,1,0,No,Yes,"5.	Increase dependency: Network organization increases over dependency of the management on other organizations. It emphasizes on strategic alliance and outsourcing agreement for some of non-core competency tasks. In such situation, management needs to depend on other organizations for fulfillment of the needs of the customers. It can minimize prestige and status of the brand name of products or service of the organization.",0,0,False,"[100255, 100685]"
566,H1,0.0,0.0,Impact,15.0,31,4,0,0,No,No,Restructuring and Reengineering,0,0,False,"[100685, 100718]"
567,t,0.0,3.0,ZapfEllipt BT,9.5,1133,182,0,0,No,Yes,"Restructuring is the process of making significant change in organizational structure, operating system and financial framework of the company. It is type of corporate strategy and action that includes significantly modifying the structure, operation and financial system for improving business. It includes modifying various elements of internal systems of the company so that it can improve working efficiency. The concept and practice of restructuring of an organization is taken into consideration when present internal structure and operating system is not working effectively and business activities going on decline. It is also important components of strategy formulation and implementation. Based on situation and requirement, it would be the best solution to rebuild existing system.  There are many reasons of restructuring such as financial crisis, merger, acquisition, rapid growth, split, and response to many crises. Restructuring can bring many benefits to the organization such as improve efficiency, reduce operating cost, enhance flexibility, improve employee quality of life, success business operation and so on.",0,0,False,"[100718, 101853]"
568,t,0.0,3.0,ZapfEllipt BT,9.5,1088,170,0,0,No,Yes,"Reengineering is a management practice of fundamental and radical change and redesign in organizational resources and operating system to improve efficiency and effectiveness. It is the radical change of business process to achieve dramatic improvement in productivity, quality, and employee and customer satisfaction. It is the considered as an important component of strategy formulation and implementation. Usually, when present resources, capabilities, and systems of the organization are not function effectively and business operation started to failure, then reengineering strategies are taken into consideration.  It is essential in a condition when the current resources and efforts are insufficient for the organization to satisfy its customers. It can support competitive issues such as speed, quality of service, and overhead cost. The strategy of reengineering is taken into consideration by focusing changing needs and expectations of customers. It is an important means of improving efficiency, productivity, quality through developing efficiency level of the organization.",0,0,False,"[101853, 102943]"
569,H2,0.0,0.0,Impact,13.0,51,6,0,0,No,No,Differences between restructuring and reengineering,0,0,False,"[102943, 102996]"
570,t,0.0,3.0,ZapfEllipt BT,9.5,91,14,0,0,No,No,Some of the fundamental differences between restructuring and reengineering are as follows:,0,0,False,"[102996, 103089]"
571,M5,0.0,0.0,Book Antiqua,10.0,7,2,0,0,No,Yes,"Basis",0,0,True,"[103089, 103095]"
572,M5,0.0,0.0,Book Antiqua,10.0,15,2,0,0,No,Yes,"Restructuring",0,0,True,"[103095, 103109]"
573,M5,0.0,0.0,Book Antiqua,10.0,15,2,0,0,No,Yes,"Reengineering",0,0,True,"[103109, 103123]"
574,Normal,0.0,0.0,Calibri,11.0,1,1,0,0,No,No,,0,0,True,"[103123, 103124]"
575,M5,0.0,0.0,Book Antiqua,10.0,10,2,0,0,No,No,"Concept ",0,0,True,"[103124, 103133]"
576,M5,0.0,0.0,Book Antiqua,9.5,145,22,0,0,No,No,"Restructuring is the process of making significant change in organizational structure, operating system and financial framework of the company.",0,0,True,"[103133, 103277]"
577,M5,0.0,0.0,Book Antiqua,9.5,174,24,0,0,No,No,"Reengineering is a management practice of fundamental and radical change and redesign organizational resources and operating system to improve efficiency and effectiveness.",0,0,True,"[103277, 103450]"
578,Normal,0.0,0.0,Calibri,11.0,1,1,0,0,No,No,,0,0,True,"[103450, 103451]"
579,M5,0.0,0.0,Book Antiqua,10.0,13,2,0,0,No,No,"Objectives ",0,0,True,"[103451, 103463]"
580,M5,0.0,0.0,Book Antiqua,9.5,119,21,0,0,No,No,"The main objective of restructuring is to improve efficiency, reduce costs, or adapt to changing market environment. ",0,0,True,"[103463, 103581]"
581,M5,0.0,0.0,Book Antiqua,9.5,114,18,0,0,No,No,"The main objective of reengineering to achieve significant improvements in performance, quality, and efficiency.",0,0,True,"[103581, 103694]"
582,Normal,0.0,0.0,Calibri,11.0,1,1,0,0,No,No,,0,0,True,"[103694, 103695]"
583,M5,0.0,0.0,Book Antiqua,10.0,13,2,0,0,No,No,"Timeframe  ",0,0,True,"[103695, 103707]"
584,M5,0.0,0.0,Book Antiqua,9.5,39,9,0,0,No,No,"It is relatively short-term in nature",0,0,True,"[103707, 103745]"
585,M5,0.0,0.0,Book Antiqua,9.5,71,13,0,0,No,No,"It may vary in duration depending on the complexity of the processes’",0,0,True,"[103745, 103815]"
586,Normal,0.0,0.0,Calibri,11.0,1,1,0,0,No,No,,0,0,True,"[103815, 103816]"
587,M5,0.0,0.0,Book Antiqua,10.0,11,2,0,0,No,No,"Approach ",0,0,True,"[103816, 103826]"
588,M5,0.0,0.0,Book Antiqua,9.5,117,21,0,0,No,No,"It involves readjusting resources, downsizing, or disposing non-core assets to improve operations and reduce costs.",0,0,True,"[103826, 103942]"
589,M5,0.0,0.0,Book Antiqua,9.5,139,21,0,0,No,No,"It involves redesigning specific business processes to eliminate inefficiencies, reduce cycle times, and improve efficiency and quality. ",0,0,True,"[103942, 104080]"
590,Normal,0.0,0.0,Calibri,11.0,1,1,0,0,No,No,,0,0,True,"[104080, 104081]"
591,M5,0.0,0.0,Book Antiqua,10.0,8,2,0,0,No,No,"Scope ",0,0,True,"[104081, 104088]"
592,M5,0.0,0.0,Book Antiqua,9.5,131,20,0,0,No,No,"It may involve changes in organizational structure, operations, financial arrangements, or human resources management practices. ",0,0,True,"[104088, 104218]"
593,M5,0.0,0.0,Book Antiqua,9.5,93,13,0,0,No,No,"It may involve redesigning specific business processes or workflows within the organization",0,0,True,"[104218, 104310]"
594,Normal,0.0,0.0,Calibri,11.0,1,1,0,0,No,No,,0,0,True,"[104310, 104311]"
595,M5,0.0,0.0,Book Antiqua,10.0,8,2,0,0,No,No,"Focus ",0,0,True,"[104311, 104318]"
596,M5,0.0,0.0,Book Antiqua,9.5,112,19,0,0,No,No,"The focus of restructuring is on organizational efficiency, cost reduction, and adapting to market situation. ",0,0,True,"[104318, 104429]"
597,M5,0.0,0.0,Book Antiqua,9.5,129,19,0,0,No,No,"Engineering focuses on optimizing specific business processes to achieve improvements in performance, quality, and efficiency. ",0,0,True,"[104429, 104557]"
598,Normal,0.0,0.0,Calibri,11.0,1,1,0,0,No,No,,0,0,True,"[104557, 104558]"
599,H1,0.0,0.0,Impact,15.0,41,7,0,0,No,No,Linking Performance and Pay to Strategies,0,0,False,"[104558, 104601]"
600,t,0.0,3.0,ZapfEllipt BT,9.5,775,132,0,0,No,No,"Linking performance and pay-to-strategy is a method used by the management to reward employees to achieve specific performance goals by linking their pay with the performance levels they have achieved. This strategy is often used to make link employee behavior with organizational objectives of improving performance.  In this method, incentives are provided to employees on the basis of their contribution in the organization. For payment of incentives the importance is given on employees' efficiency and outcome. The employees having high level of performance would get better incentives. They can get incentives in terms of piece rate wage, commission on sales, bonus on high production, share of profit and other benefits based on their contribution in the organization.",0,0,False,"[104601, 105378]"
601,t,0.0,3.0,ZapfEllipt BT,9.5,759,127,0,0,No,No,"The management of many organizations use this standards-based system for evaluating employees and for setting salaries. Standards-based methods have been in real use for centuries among commission-based sales staff, they receive more pay for selling more, and low performers do not earn enough. Performance based incentives can provide a level of standardization in employee evaluations, which can reduce fears of favoritism and make the clear expectation of the organization. Employees would be secured in knowing that their performance was evaluated objectively according to the standard of their work. Some of the potential outcomes of performance to pay strategies include a flexible workforce, lowered labor costs, and increased quality and productivity.",0,0,False,"[105378, 106204]"
